Creditability,Account Balance,Duration of Credit (month),Payment Status of Previous Credit,Purpose,Credit Amount,Value Savings/Stocks,Length of current employment,Instalment per cent,Sex & Marital Status,Guarantors,Duration in Current address,Most valuable available asset,Age (years),Concurrent Credits,Type of apartment,No of Credits at this Bank,Occupation,No of dependents,Telephone,Foreign Worker
Good,No checking account,21,existing credits paid back duly till now,Used car,2476,unknown/ no savings account,>=7years,4,male: single,none,>4years,real estate,46,none,own,1,management/ self-employed/highly qualified employee/ officer,1,No,Yes
Good,< 0 DM,24,existing credits paid back duly till now,Used car,2964,unknown/ no savings account,>=7years,4,male: single,none,>4years,unknown / no property,49,bank,for free,1,skilled employee / official,2,No,Yes
Good,< 0 DM,12,existing credits paid back duly till now,Furniture/Equipment,1262,unknown/ no savings account,>=7years,2,male: divorced/separated,none,>4years,savings agreement/ life insurance,49,none,own,1,unskilled - resident,1,No,Yes
Good,No checking account,12,existing credits paid back duly till now,Business,1542,< 100 DM,4<=...<7 years,2,male: single,none,>4years,car or other,36,none,own,1,skilled employee / official,1,No,Yes
Good,0 <=...<200 DM,24,critical account,Radio/Television,1743,< 100 DM,>=7years,4,male: single,none,1<...<=2 years,savings agreement/ life insurance,48,none,own,2,unskilled - resident,1,Yes,Yes
Good,> 200 DM,12,all credits at this bank paid back duly,Radio/Television,409,=>1000 DM,1<=...<4 years,3,female: divorced/separated/married,none,2<...<=3 years,real estate,42,none,rent,2,skilled employee / official,1,Yes,Yes
Good,No checking account,12,existing credits paid back duly till now,Radio/Television,2171,< 100 DM,< 1 year,2,female: divorced/separated/married,none,1<...<=2 years,car or other,29,bank,own,1,skilled employee / official,1,Yes,Yes
Good,No checking account,48,critical account,Used car,8858,unknown/ no savings account,4<=...<7 years,2,male: single,none,<= 1 year,unknown / no property,35,none,for free,2,skilled employee / official,1,No,Yes
Good,0 <=...<200 DM,24,existing credits paid back duly till now,New car,3512,100<= ... < 500 DM,4<=...<7 years,2,male: single,none,2<...<=3 years,car or other,38,bank,own,2,skilled employee / official,1,No,Yes
Good,0 <=...<200 DM,12,existing credits paid back duly till now,Radio/Television,1158,500<= ... < 1000 DM,1<=...<4 years,3,male: divorced/separated,none,<= 1 year,car or other,26,none,own,1,skilled employee / official,1,No,Yes
Good,No checking account,24,critical account,Radio/Television,2684,< 100 DM,1<=...<4 years,4,male: single,none,1<...<=2 years,real estate,35,none,own,2,unskilled - resident,1,Yes,Yes
Good,< 0 DM,12,existing credits paid back duly till now,Radio/Television,1498,< 100 DM,1<=...<4 years,4,female: divorced/separated/married,none,<= 1 year,car or other,23,bank,own,1,skilled employee / official,1,Yes,Yes
Good,No checking account,30,critical account,Radio/Television,5954,< 100 DM,4<=...<7 years,3,male: single,co-applicant,1<...<=2 years,car or other,38,none,own,1,skilled employee / official,1,Yes,Yes
Bad,0 <=...<200 DM,48,all credits at this bank paid back duly,Business,6416,< 100 DM,>=7years,4,female: divorced/separated/married,none,2<...<=3 years,unknown / no property,59,none,rent,1,skilled employee / official,1,Yes,Yes
Good,0 <=...<200 DM,12,critical account,Furniture/Equipment,3617,< 100 DM,>=7years,1,male: single,none,>4years,car or other,28,none,rent,3,skilled employee / official,1,No,Yes
Good,No checking account,12,critical account,Radio/Television,1291,< 100 DM,1<=...<4 years,4,female: divorced/separated/married,none,1<...<=2 years,savings agreement/ life insurance,35,none,own,2,skilled employee / official,1,Yes,Yes
Good,> 200 DM,24,critical account,Business,1275,=>1000 DM,1<=...<4 years,2,male: divorced/separated,none,>4years,real estate,36,none,own,2,skilled employee / official,1,No,Yes
Good,No checking account,24,existing credits paid back duly till now,Furniture/Equipment,3972,< 100 DM,4<=...<7 years,2,female: divorced/separated/married,none,>4years,savings agreement/ life insurance,25,none,rent,1,skilled employee / official,1,No,Yes
Good,No checking account,15,critical account,Furniture/Equipment,3343,< 100 DM,1<=...<4 years,4,male: single,none,1<...<=2 years,unknown / no property,28,none,for free,1,skilled employee / official,1,No,Yes
Good,> 200 DM,15,existing credits paid back duly till now,Education,392,< 100 DM,< 1 year,4,female: divorced/separated/married,none,>4years,savings agreement/ life insurance,23,none,rent,1,skilled employee / official,1,No,Yes
Good,No checking account,9,critical account,New car,2134,< 100 DM,1<=...<4 years,4,male: single,none,>4years,car or other,48,none,own,3,skilled employee / official,1,No,Yes
Good,No checking account,30,critical account,Radio/Television,5771,< 100 DM,4<=...<7 years,4,female: divorced/separated/married,none,1<...<=2 years,car or other,25,none,own,2,skilled employee / official,1,Yes,Yes
Good,No checking account,24,critical account,Business,4526,< 100 DM,1<=...<4 years,3,male: single,none,1<...<=2 years,real estate,74,none,own,1,management/ self-employed/highly qualified employee/ officer,1,No,Yes
Good,No checking account,15,critical account,Furniture/Equipment,2788,< 100 DM,4<=...<7 years,2,female: divorced/separated/married,co-applicant,2<...<=3 years,car or other,24,bank,own,2,skilled employee / official,1,Yes,Yes
Good,No checking account,6,critical account,Radio/Television,1382,< 100 DM,1<=...<4 years,1,female: divorced/separated/married,none,<= 1 year,car or other,28,none,own,2,skilled employee / official,1,No,Yes
Good,> 200 DM,36,existing credits paid back duly till now,Radio/Television,5848,< 100 DM,1<=...<4 years,4,male: single,none,<= 1 year,car or other,24,none,own,1,skilled employee / official,1,Yes,Yes
Bad,< 0 DM,12,existing credits paid back duly till now,New car,1228,< 100 DM,1<=...<4 years,4,female: divorced/separated/married,none,1<...<=2 years,real estate,24,none,own,1,unskilled - resident,1,Yes,Yes
Good,> 200 DM,12,existing credits paid back duly till now,Radio/Television,1297,< 100 DM,1<=...<4 years,3,male: married/widowed,none,>4years,real estate,23,none,rent,1,skilled employee / official,1,Yes,Yes
Good,No checking account,24,existing credits paid back duly till now,Radio/Television,1552,< 100 DM,4<=...<7 years,3,male: single,none,<= 1 year,car or other,32,bank,own,1,skilled employee / official,2,Yes,Yes
Good,No checking account,12,existing credits paid back duly till now,Radio/Television,1963,< 100 DM,4<=...<7 years,4,male: single,none,1<...<=2 years,car or other,31,none,rent,2,management/ self-employed/highly qualified employee/ officer,2,No,Yes
Good,No checking account,24,existing credits paid back duly till now,Radio/Television,3235,500<= ... < 1000 DM,>=7years,3,male: divorced/separated,none,1<...<=2 years,car or other,36,none,own,1,management/ self-employed/highly qualified employee/ officer,1,No,Yes
Good,No checking account,24,critical account,Business,4139,100<= ... < 500 DM,1<=...<4 years,3,male: single,none,2<...<=3 years,savings agreement/ life insurance,27,none,own,2,unskilled - resident,1,No,Yes
Good,0 <=...<200 DM,12,critical account,Used car,1804,100<= ... < 500 DM,< 1 year,3,male: single,none,>4years,savings agreement/ life insurance,44,none,own,1,skilled employee / official,1,Yes,Yes
Good,No checking account,18,existing credits paid back duly till now,Business,1950,< 100 DM,4<=...<7 years,4,male: single,none,<= 1 year,car or other,34,stores,own,2,skilled employee / official,1,No,Yes
Good,No checking account,48,delay in paying off in the past,Radio/Television,12749,500<= ... < 1000 DM,4<=...<7 years,4,male: single,none,<= 1 year,car or other,37,none,own,1,management/ self-employed/highly qualified employee/ officer,1,No,Yes
Good,No checking account,9,existing credits paid back duly till now,Domestic Appliances,1236,< 100 DM,< 1 year,1,female: divorced/separated/married,none,>4years,real estate,23,none,rent,1,skilled employee / official,1,No,Yes
Good,No checking account,18,critical account,New car,1055,< 100 DM,< 1 year,4,female: divorced/separated/married,none,<= 1 year,savings agreement/ life insurance,30,none,own,2,skilled employee / official,1,Yes,Yes
Good,< 0 DM,30,no credits taken,Business,8072,unknown/ no savings account,< 1 year,2,male: single,none,2<...<=3 years,car or other,25,bank,own,3,skilled employee / official,1,Yes,Yes
Good,No checking account,30,critical account,Radio/Television,2831,< 100 DM,1<=...<4 years,4,female: divorced/separated/married,none,1<...<=2 years,car or other,33,none,own,1,skilled employee / official,1,No,Yes
Good,No checking account,9,existing credits paid back duly till now,Business,1449,< 100 DM,4<=...<7 years,3,female: divorced/separated/married,none,1<...<=2 years,car or other,27,none,own,2,skilled employee / official,1,Yes,Yes
Good,No checking account,36,existing credits paid back duly till now,Business,5742,100<= ... < 500 DM,4<=...<7 years,2,male: single,none,1<...<=2 years,car or other,31,none,own,2,skilled employee / official,1,No,Yes
Good,No checking account,12,existing credits paid back duly till now,New car,2390,unknown/ no savings account,>=7years,4,male: single,none,2<...<=3 years,car or other,50,none,own,1,skilled employee / official,1,No,Yes
Good,No checking account,24,existing credits paid back duly till now,Radio/Television,3430,500<= ... < 1000 DM,>=7years,3,male: single,none,1<...<=2 years,car or other,31,none,own,1,skilled employee / official,2,No,Yes
Good,0 <=...<200 DM,36,existing credits paid back duly till now,Education,2273,< 100 DM,4<=...<7 years,3,male: single,none,<= 1 year,car or other,32,none,own,2,skilled employee / official,2,Yes,Yes
Good,> 200 DM,21,existing credits paid back duly till now,New car,2923,100<= ... < 500 DM,1<=...<4 years,1,female: divorced/separated/married,none,<= 1 year,car or other,28,bank,own,1,management/ self-employed/highly qualified employee/ officer,1,No,Yes
Good,No checking account,24,existing credits paid back duly till now,Radio/Television,1901,100<= ... < 500 DM,1<=...<4 years,4,male: single,none,>4years,car or other,29,none,rent,1,management/ self-employed/highly qualified employee/ officer,1,No,Yes
Good,0 <=...<200 DM,36,existing credits paid back duly till now,Education,3711,unknown/ no savings account,1<=...<4 years,2,male: married/widowed,none,1<...<=2 years,car or other,27,none,own,1,skilled employee / official,1,Yes,Yes
Good,0 <=...<200 DM,48,existing credits paid back duly till now,New car,8487,unknown/ no savings account,4<=...<7 years,1,female: divorced/separated/married,none,1<...<=2 years,car or other,24,none,own,1,skilled employee / official,1,Yes,Yes
Good,No checking account,24,existing credits paid back duly till now,New car,2255,unknown/ no savings account,< 1 year,4,male: single,none,<= 1 year,savings agreement/ life insurance,54,none,own,1,skilled employee / official,1,Yes,Yes
Good,No checking account,12,existing credits paid back duly till now,Radio/Television,1262,< 100 DM,1<=...<4 years,3,male: single,none,1<...<=2 years,car or other,25,none,own,1,skilled employee / official,1,Yes,Yes
Good,No checking account,33,critical account,Used car,7253,< 100 DM,4<=...<7 years,3,male: single,none,1<...<=2 years,car or other,35,none,own,2,management/ self-employed/highly qualified employee/ officer,1,No,Yes
Good,No checking account,6,critical account,New car,6761,< 100 DM,4<=...<7 years,1,male: single,none,2<...<=3 years,unknown / no property,45,none,own,2,management/ self-employed/highly qualified employee/ officer,2,No,Yes
Good,No checking account,18,critical account,Furniture/Equipment,1817,< 100 DM,1<=...<4 years,4,female: divorced/separated/married,none,1<...<=2 years,unknown / no property,28,none,own,2,skilled employee / official,1,Yes,Yes
Good,No checking account,12,existing credits paid back duly till now,Radio/Television,2141,100<= ... < 500 DM,4<=...<7 years,3,male: single,none,<= 1 year,unknown / no property,35,none,own,1,skilled employee / official,1,Yes,Yes
Good,No checking account,48,all credits at this bank paid back duly,Business,3609,< 100 DM,1<=...<4 years,1,female: divorced/separated/married,none,<= 1 year,real estate,27,stores,own,1,skilled employee / official,1,Yes,Yes
Good,No checking account,30,existing credits paid back duly till now,Radio/Television,2333,500<= ... < 1000 DM,>=7years,4,male: single,none,1<...<=2 years,car or other,30,bank,own,1,management/ self-employed/highly qualified employee/ officer,1,Yes,Yes
Good,No checking account,28,all credits at this bank paid back duly,Used car,7824,unknown/ no savings account,< 1 year,3,male: single,guarantor,>4years,real estate,40,bank,rent,2,skilled employee / official,2,No,Yes
Good,> 200 DM,18,all credits at this bank paid back duly,Radio/Television,1445,unknown/ no savings account,4<=...<7 years,4,male: single,none,>4years,car or other,49,bank,own,1,unskilled - resident,1,Yes,Yes
Good,< 0 DM,24,existing credits paid back duly till now,Furniture/Equipment,7721,unknown/ no savings account,< 1 year,1,female: divorced/separated/married,none,1<...<=2 years,savings agreement/ life insurance,30,none,own,1,skilled employee / official,1,No,No
Good,< 0 DM,21,existing credits paid back duly till now,New car,3763,unknown/ no savings account,4<=...<7 years,2,male: single,co-applicant,1<...<=2 years,real estate,24,none,own,1,unskilled - resident,1,Yes,No
Good,0 <=...<200 DM,18,existing credits paid back duly till now,Business,4439,< 100 DM,>=7years,1,male: single,co-applicant,<= 1 year,real estate,33,bank,own,1,management/ self-employed/highly qualified employee/ officer,1,No,Yes
Good,< 0 DM,12,existing credits paid back duly till now,Radio/Television,1107,< 100 DM,1<=...<4 years,2,male: single,none,1<...<=2 years,real estate,20,none,rent,1,management/ self-employed/highly qualified employee/ officer,2,No,Yes
Good,0 <=...<200 DM,15,existing credits paid back duly till now,Radio/Television,1444,unknown/ no savings account,< 1 year,4,male: single,none,<= 1 year,savings agreement/ life insurance,23,none,own,1,skilled employee / official,1,Yes,Yes
Good,0 <=...<200 DM,48,all credits at this bank paid back duly,New car,12169,unknown/ no savings account,unemployed,4,male: single,co-applicant,>4years,unknown / no property,36,none,for free,1,management/ self-employed/highly qualified employee/ officer,1,No,Yes
Good,No checking account,9,existing credits paid back duly till now,Radio/Television,2753,100<= ... < 500 DM,>=7years,3,male: single,co-applicant,>4years,car or other,35,none,own,1,skilled employee / official,1,No,Yes
Good,> 200 DM,4,existing credits paid back duly till now,New car,1494,unknown/ no savings account,< 1 year,1,male: single,none,1<...<=2 years,real estate,29,none,own,1,unskilled - resident,2,Yes,No
Good,< 0 DM,24,all credits at this bank paid back duly,Furniture/Equipment,2828,500<= ... < 1000 DM,1<=...<4 years,4,male: single,none,>4years,real estate,22,stores,own,1,skilled employee / official,1,No,Yes
